Type,Category,Title,Author,URL,Description,Topic ID,Rating Avg,Rating Value
Papers,Electronics Miscellaneous,Analysis and Simulation of the Ultrasonic/Sonic Driller/Corer(USDC),"X. Bao, Z. Chang, S. Sherrit, B.P. Dolgin, Y. Bar-Cohen, D.S. Pal, S. Du, T. Peterson",http://ansys.net/papers/SPIE-02-SS-4701-36-USDC.pdf,"<i>""An ultrasonic/sonic driller/corer (USDC) was developed to address the challenges to the NASA objective of planetary in-situ
rock sampling and analysis. The USDC uses a novel drive mechanism, transferring ultrasonic vibration into impacts on a
drill stem at sonic frequency using a free-flying mass block (free-mass). The main parts of the device and the interactions
between them were analyzed and numerically modeled to understand the drive mechanism and allow design of effective
drilling mechanism. A computer program was developed to simulate the operation of the USDC and successfully predicted
the characteristic behavior of the new device. This paper covers the theory, the analytical models and the algorithms that were
developed and the predicted results.""</i><br>
[ANSYS Piezoelectric, version 5.4]",999,10,4
Papers,Electronics Miscellaneous,Design and Analysis of Ultrasonic Actuator in Consideration of Length-Reduction for a USDC (Ultrasonic/Sonic Driller/Corer),"Z. Chang, S. Sherrit, M. Badescu, X. Bao, and Y. Bar-Cohen",http://ansys.net/papers/SPIE-05_Zensheu-USDC-modeling.pdf,"<i>""The USDC uses a novel driving mechanism, transferring
ultrasonic vibration to sonic frequency impacts with the aid of a free-flying mass block (free-mass). The free mass then
drives the drill bit. The actuator consists of a stack of piezoelectric disks with a horn that amplifies the induced vibration
amplitudes. The standard USDC is a slender device, and some times its length is too long for specific NASA missions.
It is of current interest to have novel designs that reduce the length of the device. For this purpose, two novel horn
designs were examined analytically. One is the flipped horn, the other is the planar folded horn. The new designs of the
horn were analyzed using finite element modeling and the results allow for the determination of the control parameters
that can optimize the performance of the ultrasonic horn in terms of the tip displacement and velocity. The results of the
modeling are described and discussed in this paper.""</i><br>
[ANSYS Piezoelectric, version 5.4]",1000,10,5
Papers,Medical,Human Heart Valves. Hyperelastic Material Modeling,Mihai Stuparu,http://ansys.net/papers/Stuparu.pdf,"<i>""Performing a finite element analysis (FEA) on a hyperelastic material is difficult due to
nonlinearity, large deformation, and material instability. This paper provides a brief review of the
hyperelastic theory and discusses several important issues that should be addressed when using
ANSYS. Analysis on a fatigue specimen is used as an example of one of our product development
challenges upon which these issues were illuminated. We believe that a stable material model in
combination with a good understanding of structural instability for traditional materials is the key
to success in simulating hyperelastic materials using ANSYS.""</i><br>
[ANSYS Nonlinear, version 5.6]",1001,10,1
Papers,Medical,Transmission of Mechanical Stresses within the Cytoskeleton of Adherent Cells: a Theoretical Analysis Based on a Multi-Component Cell Model,Philippe Tracqui and Jacques Ohayon,http://ansys.net/papers/Tracqui_AB_04.pdf,"<i>""We investigate here the spatial distributions of intracellular stresses when
adherent cells are probed by magnetic twisting cytometry. The influence of the cell nucleus
stiffness on the simulated nonlinear torque-bead rotation response is analyzed by considering a
finite element multi-component cell model in which the cell and its nucleus are considered as
different hyperelastic materials. We additionally take into account the mechanical properties of
the basal cell cortex, which can be affected by the interaction of the basal cell membrane with
the extracellular substrate. In agreement with data obtained on epithelial cells, the simulated
behaviour of the cell model relates the hyperelastic response observed at the entire cell scale to
the distribution of stresses and strains within the nucleus and the cytoskeleton, up to cell
adhesion areas. These results, which indicate how mechanical forces are transmitted at distant
points through the cytoskeleton, are compared to recent data imaging the highly localized
distribution of intracellular stresses.""</i><br>
[ANSYS Nonlinear, version 6.0]",1002,5,2
Papers,Electronics,A New High Resolution Thermal Detector Array,"U. Dillner, R. Riesenberg",http://ansys.net/papers/erfurt02new_detector-reprint.pdf,"<i>""The performance of the new thermal detector array arrangement is calculated using thermal finite element analysis.  The influence of the thermal intra- and inter-subarray cross-talk on the resolution in dependence on some geometrical dimensions of the array is presented.""</i><br>
[ANSYS Thermal, version 5.7]
",1003,10,3
Tips,Sheldon Workbench HeatXfer,Using the Radiosity Solver in Workbench Simulation [PDF],"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/tips_sheldon/STI0603_Radiosity_Solver_Simulation.pdf,"<b>Please note that in Workbench Mechanical 12.1, surface-to-surface radiation (using the Radiosity Solution Method) has been introduced in the GUI, so this memo is obsolete if you use version 12.1 and higher.</b><br>
<i>""Radiation can play an important role in heat transfer analyses. In Workbench
Simulation 10.0, a â€œRadiationâ€ load has been added to allow users to account for losses to
the surroundings, although this does not include radiation exchange between surfaces.<br>
For users wishing to utilize the ANSYS surface-to-surface radiation capabilities, this
memo hopes to introduce an easy method to include these effects within Workbench
Simulation via Named Selections and Command objects.<br>
This type of methodology can be extended to include any other advanced solution
feature of ANSYS which the user may wish to incorporate inside of Workbench
Simulation.""</i><br>
(Week 35, week of 11/05/06.)",1004,9.130434783,23
Tips,"StructuralNonlin, Sheldon",Modeling Viscous Behavior [ZIP],"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/tips_sheldon/STI0604_Viscous_Behavior.zip,"<i>""Amorphous solids or solids at elevated temperatures may exhibit viscous behavior. It
may be difficult for some users to determine how best to model such behavior. This
memo hopes to describe some available options in ANSYS and to differentiate between
viscoelastic and viscoplastic constitutive models.""</i><br>
(Week 36, week of 12/03/06.)",1005,10,10
Papers,Flotran,A DOS-Enhanced Numerical Simulation of Heat Transfer and Fluid Flow Through an Array of Offset Fins with Conjugate Heating in the Bounding Solid,"E.M. Sparrow, J.P. Abraham, P.W. Chevalier",http://ansys.net/papers/general_Reports_rptfiles_2005-263.pdf,"<i>""The method of Design of Simulation (DOS) was used to guide and enhance a numerical
simulation of fluid flow and heat transfer through offset-fin arrays which form the interior
geometry of a cold plate. The basic problem involved 11 independent parameters. This
prohibitive parametric burden was lessened by the creative use of nondimensionalization
that was brought to fruition by a special transformation of the boundary conditions.
Subsequent to the reduction of the number of parameters, the DOS method was employed
to limit the number of simulation runs while maintaining an accurate representation of the
parameter space. The DOS method also provided excellent correlations of both the dimensionless
heat transfer and pressure drop results. The results were evaluated with
respect to the Colburn Analogy for heat and momentum transfer. It was found that the
offseting of the fins created a larger increase in the friction factor than that which was
realized for the dimensionless heat transfer coefficient.""</i><br>
Similar paper can be found <a href=""papers/general_Reports_rptfiles_2003-121.pdf"">here</a>.<br>
[ANSYS Flotran, version unknown]",1006,10,5
Papers,Electronics,Wire Bond Temperature Sensor,"Shivesh Suman, Michael Gaitan, Yogendra Joshi, George Harman",http://ansys.net/papers/IMAPS_Shivesh.PDF,"<i>""This work reports the first demonstration of a bond pad test structure with embedded thermopile sensors for
the measurement of the transient temperature response during the wire bonding operation. This paper will present the
design and operation of the bond pad test structure and show and discuss temperature measurements during the wire
bonding operation.""</i><br>
[ANSYS Thermal, version unknown]",1007,10,3
Papers,Electronics,A 64-Pixel Linear Thermopile Array Chip Designed for Vacuum Environment,"U. Dillner, E. Kessler, V. Baier, A. Berger, T. Eick, D. Behrendt, H. Urban",http://ansys.net/papers/IRS2006_reprint.pdf,"<i>""We report on the development of a 64-pixel high performance linear thermopile array chip designed for
vacuum environment based on a silicon nitride membrane as substrate, Bi0.87Sb0.13/Sb as thermoelectric
materials combination and an Ag-black broadband absorber layer. The array chip was mounted on a
ceramic substrate and placed on the socket of a commercial hybrid package with 64 pins.
Measurements of the linear array chip in vacuum environment and in absence of an entrance filter
delivered a responsivity of 245 V/W, a sensitivity of 166 ÂµVmÂ²/W, a specific detectivity of
1.6x109 cmHz1/2/W at an electrical resistance of 9 k and a thermal time constant of 150 ms. The pixelto-
pixel cross-talk was reduced to less than 0.4 % due to slits in the membrane between adjacent pixels
made by dry etching.""</i><br>
[ANSYS Thermal, version unknown]",1008,10,3
Papers,Electronics,A Microchip-Based PCR Device Using Flexible Printed Circuit Technology,"Keyue Shen, Xiaofang Chen, Min Guo, Jing Cheng,",http://ansys.net/papers/kyshen.pdf,"<i>""Rapid heat transfer is crucial for an efficient polymerase chain reaction (PCR), and this makes temperature control one of the most
essential features in a micro-PCR system, which always includes a heater and a sensor composing a closed-loop. Yet, the fabrication of the
heater and the sensor often prevented micro-PCR systems from achieving both cost-effectiveness and fabrication-easiness. For most of the
early researches micromachining techniques were used to allow sensors and heaters be integrated on a silicon or glass chip. However, the
cost prevented them from wide applications. The work described in this paper is part of our effort to solve the cost/fabrication dilemma. An
innovative digital temperature control system was developed by introducing a heater/sensor switching procedure. Only one temperature
controlling element fabricated by flexible printed circuit technology was utilized in the constructed PCR device with minimum fabrication
steps. The glass chip-based device was made from low cost materials and assembled with adhesive bonding. Through seemingly simple
steps, we obtained both disposability and portability at the same time. Temperature stability within Â±0.3 ?C and a transitional rate of 8 ?C/s
during heating/cooling was achieved. A 244 bp DNA fragment of hepatitis C virus was successfully amplified in our device by a three-stage
thermal cycling process. Further improvement was assisted by finite element analysis, and demonstrated by experiment.""</i><br>
[ANSYS Thermal, version 7.0]",1009,10,6
Papers,Electronics,Probabilistic Design System (PDS): A Realistic Approach of Finite Element Modelling for Capacitive Micro-machined Ultrasonic Transducers (cMUTS),"Vamshi Kommareddy, Manoj Kumar, Ying Fan, James Barshinger",http://ansys.net/papers/Tu.4.7.4.pdf,"<i>""This paper represents a realistic approach for modeling a cMUT device.
CMUTs have become very popular over the last decade because of the comparable
bandwidth, sensitivity and dynamic range with its piezoelectric counterparts. The
ease of fabrication is an added advantage. Modeling of CMUT is a coupled physics
problem, which involves solving Electrostatics-Structural-Fluid interactions
simultaneous. Finite Element models of the CMUT are constructed using the
commercial code ANSYS (10.0). In the standard approach of modeling, from
existing literature assumes deterministic values for design parameters, however
fabrication of the device introduces some amount of variation in the design
parameters. In this paper, the PDS FEM approach is discussed to account for the
variability in fabrication. The results from the PDS approach on the performance
characteristics like resonance frequency; collapse voltage and electromechanical
coupling coefficient will be discussed.""</i><br>
[ANSYS PDS, version 10.0]",1010,8,5
Papers,StructuralGeneral,A Highly-Sensitive Fiber Bragg Grating Transverse Strain Sensor Using Micro-Structure Fibers,Charles Jewart,http://ansys.net/papers/Jewart_etd_2006.pdf,"<i>""In this thesis, we developed fiber Bragg grating sensors in specialty micro-structural fibers that can not only detect structural stress along the fiber, but also can detect stress along the transverse directions with high sensitivity. Finite element analysis (ANSYS) was used to design and study both longitudinal and transverse strain induced in microstructural fibers by external loads.""</i><br>
[ANSYS Structural, version 10.0]",1011,10,2
Papers,Medical,Off-Axis Loads Cause Failure of the Distal Radius at Lower Magnitudes than Axial Loads: A Finite Element Analysis,Karen L. Troy and Mark D. Grabiner,http://ansys.net/papers/26.pdf,"<i>""Distal radius fractures are among the most
common fall-related injuries in older
women. Numerous studies have quantified
upper extremity fall biomechanics with the
goal of identifying possible interventions to
reduce the peak force on the wrists, thereby
reducing the number of fractures.
Fracture initiation depends both on the force
applied to the bone and upon the strength of
the bone itself; thus, poor bone quality has
been implicated as a factor in distal radius
fractures. Generally, an intervention to
improve bone quality (such as antiresorptive
therapy) is considered successful
if bone mineral density (BMD) can be
increased by 2-4%.<br>
Cadaver and finite element studies have
previously quantified the force required to
cause a distal radius fracture. To date,
however, only simple axial loads on the
radius have been considered. Because most
falls onto the hands result in off-axis loads,
we considered the possibility that a
combination of loading modes would
significantly influence the fracture strength
of the distal radius. Here, we used a
validated finite element model of the distal
radius, scaphoid, and lunate, to explore the
effects of loading direction and changes in
BMD on predicted fracture strength.""</i><br>
[ANSYS Structural, version 10.0]",1012,3.333333333,3
Papers,Electronics,Design and Characterization of Thin Film Microcoolers,"Chris LaBounty, Ali Shakouri, John E. Bowers",http://ansys.net/papers/micro3.pdf,"<i>""Thin film coolers can provide large cooling power densities compared to bulk thermoelectrics due
to the close spacing of hot and cold junctions. Important parameters in the design of such coolers
are investigated theoretically and experimentally. A three-dimensional finite element simulator
(ANSYS) is used to model self-consistently thermal and electrical properties of a complete device
structure.""</i><br>
[ANSYS Thermal, version 5.5.3]",1013,0,0
Papers,Electronics,A Novel Micromachined 2x128-Element Linear Themoelectric Infrared Radiation Sensor Array,"Jurgen Muller, Volker Baier, Ulrich Dillner, Rudolf Guttich, Ernst Kessler",http://ansys.net/papers/MICROtec2000.pdf,"<i>""As a component for infrared spectrometric analytical instruments a 2x128-element thin-film thermopile linear array sensor with a staggered pixel arrangement was constructed. Contrary to most of the known 1-dimensional and 2-dimensional thermoelectric infrared sensor arrays working all on the base of doped polysilicon, we use the material group Bi-Sb-Te to obtain highest values of thermoelectric efficiency and specific detectivity to realize an optimum of spectral wavelength resolution.""</i><br>
[ANSYS Thermal, version unknown]",1014,0,0
Papers,Publications,ANSYS Solutions 2002 Winter,"(ANSYS, Inc.)",http://ansys.net/papers/newsletters/ansys_solutions_2002_winter.pdf,ANSYS Solutions 2002 Issue 1.  Industry Spotlight: Aerospace Industry Nonlinear Analysis,1015,-10,1
Papers,Publications,ANSYS Solutions 2003 Fall,"(ANSYS, Inc.)",http://ansys.net/papers/newsletters/ansys_solutions_2003_fall.pdf,ANSYS Solutions 2003 Issue 2.  Industry Spotlight: Industrial Equipment,1016,0,0
Papers,Publications,ANSYS Solutions 2003 Spring,"(ANSYS, Inc.)",http://ansys.net/papers/newsletters/ansys_solutions_2003_spring.pdf,ANSYS Solutions 2003 Issue 1.  Industry Spotlight: Biomedical,1017,0,0
Papers,Publications,ANSYS Solutions 2003 Summer,"(ANSYS, Inc.)",http://ansys.net/papers/newsletters/ansys_solutions_2003_summer.pdf,ANSYS Solutions 2003 Issue 3.  Industry Spotlight: Government and Defense,1018,0,0
Papers,Publications,ANSYS Solutions 2004 Spring,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/solutions-spring-2004.pdf,ANSYS Solutions 2004 Issue 1.  Industry Spotlight: Consumer Products,1019,0,0
Papers,Publications,ANSYS Solutions 2004 Summer,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/solutions-summer-2004.pdf,ANSYS Solutions 2004 Issue 2.  Industry Spotlight: Chemical and Processing,1020,0,0
Papers,Publications,ANSYS Solutions 2004 Fall,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/solutions-fall-2004.pdf,ANSYS Solutions 2004 Issue 3.  Industry Spotlight: Power Generation,1021,0,0
Papers,Publications,ANSYS Solutions 2005 Winter,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/solutions-winter-2005.pdf,"ANSYS Solutions 2005 Issue 1.  Industry Spotlight: Global Product Development<p></p>
You can also download John Crawford's <a href=""macros/runcontact.mac"">RUNCONTACT macro</a>, referenced in his article on page 33.",1022,0,0
Papers,Publications,ANSYS Solutions 2005 Spring,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/solutions-spring-2005.pdf,ANSYS Solutions 2005 Issue 2.  Industry Spotlight: Biomedical Technology,1023,10,1
Papers,Publications,ANSYS Solutions 2005 Summer,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/solutions-summer-2005.pdf,ANSYS Solutions 2005 Issue 3.  Industry Spotlight: Microsystems and Nanotechnology,1024,0,0
Papers,Publications,ANSYS Solutions 2005 Fall,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/solutions-fall-2005.pdf,ANSYS Solutions 2005 Issue 4.  Industry Spotlight: Automotive,1025,0,0
Papers,Publications,ANSYS Solutions 2006 Issue 1,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/7-1-06-semiconductor/solutions-winter-2006.pdf,ANSYS Solutions 2006 Issue 1.  Industry Spotlight: Semiconductor Technology,1026,0,0
Papers,Publications,ANSYS Solutions 2006 Issue 2,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/7-2-06-aerospace-systems/solutions-spring-2006.pdf,ANSYS Solutions 2006 Issue 2.  Industry Spotlight: Aerospace Systems,1027,0,0
Papers,Publications,ANSYS Solutions 2006 Issue 3,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/7-3-06-military-and-defense/solutions-summer-2006.pdf,ANSYS Solutions 2006 Issue 3.  Industry Spotlight: Military and Defense Systems,1028,0,0
Papers,Publications,ANSYS Solutions 2006 Issue 4,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/7-4-06-factory-plant-equipment/solutions-fall-2006.pdf,ANSYS Solutions 2006 Issue 4.  Industry Spotlight: Factory and Plant Equipment,1029,0,0
Papers,Publications,ANSYS Solutions 2006 Issue 5,"(ANSYS, Inc.)",http://ansys.net/http://www.ansys.com/magazine/issues/7-5-06-oil-and-gas/index.htm,ANSYS Solutions 2006 Issue 5.  Industry Spotlight:  Oil and Gas,1030,10,1
Papers,Automotive,Design Optimization of an Automotive Universal Joint Considering Manufacturing Cost,Nick Cristello and Il Yong Kim,http://ansys.net/papers/p499-cristello.pdf,"<i>""This paper presents the shape optimization of an
automotive universal joint, by simultaneously considering
manufacturing cost, maximum drivable joint angle and
part volume. Comprised of three main components - two
yokes and a cross trunnion - a universal joint is a linkage
used to transmit rotational motion from one shaft to
another when the axes are coplanar, but not coinciding. In
this research, universal joint designs are analyzed and
compared using a weighted sum of three objective
functions: minimization of machining cost, maximization
of adjoining shaft joint angle, and minimization of total
part volume. Part modeling and analysis is conducted
using the Finite Element Analysis package ANSYS and
optimization is implemented using MATLAB. The
results show Pareto frontiers for both the flange and weld
yoke, constructed using the Adaptive Weighted Sum
technique. These frontiers clearly illustrate the trade-off
between machining cost and joint angle; that is, to
increase the joint angle, a corresponding increase in the
cost of the part is required. It has been shown that
maximization of driveable joint angle requires a
simultaneous increase in machining cost of 4.4% and
2.7% for the flange and weld yoke, respectively.""</i><br>
[ANSYS Structural, version 9.0]",1031,10,5
Papers,Automotive,Predicting Human Thermal Comfort in a Transient Nonuniform Thermal Environment,"J.P. Rugh, R.B. Farrington, D. Bharathan, A. Vlahinos, R. Burke, C. Huizenga, and H. Zhang",http://ansys.net/papers/thermal_comfort.pdf,"<i>""The National Renewable Energy Laboratory (NREL) has developed a suite of thermal comfort tools to assist in the development of smaller and more efficient climate control systems in automobiles. These tools, which include a 126-segment sweating manikin, a finite element physiological model of the human body, and a psychological model based on human subject testing, are designed to predict human thermal comfort in transient nonuniform thermal environments such as automobiles. The manikin measures the heat loss from the human body in the vehicle environment and sends the heat flux from each segment to the physiological model. The physiological model predicts the bodyâ€™s response to the environment, determines 126 segment skin temperatures, sweat rates, and breathing rate, and transmits the data to the manikin. The psychological model uses temperature data from the physiological model to predict the local and global thermal comfort as a function of local skin and core temperatures and their rates of change. Results of initial integration testing show the thermal response of a manikin segment to transient environmental conditions.""</i><br>
[ANSYS Thermal, version unknown]",1032,-5,1
Macros,GeneralUse,CMDIF,Eric Miller (PADT),http://ansys.net/macros/cmdif.mac,"<i>""ANSYS has a *get,,common command that lets you grab things from memory.
The only problem with this is that you can't just give the *get the name
of the block, you need to tell it its position (count) in the block.  As
an example, the 3rd value listed in a common block is at position 3 (or
index 3).<p></p>
The way you use a common block is you look in the ansys/custom/include
directory for the value you want to know.<br>
In this case I did a search for a file that contained ""/cplane"" and
found it in d3com.inc.<br>
Looking in the file I found that the value kycpln is what I was looking
for and the common block was /d3com/<br>
Sometimes you can just count to find out what the index is, but this
block is huge and has arrays in it.  So instead, I used the macro below.<p></p>

I did:<p></p>

/cplane,0<br>
cmndif,0,'d3com',0<br>
/cplane,1<br>
cmndif,1,'d3com',0<p></p>

And the macro wrote:<p></p>

 Found: 91 0 1.<p></p>

So I would then do: *GET,_cpstat,COMMON,,D3COM,,int,91
to retrieve the value.<p></p>

Another example would be if I wanted to know what the global minimum and
max number of divisions
per line was (DESIZE):<p></p>

desize,10,11<br>
cmndif,0,'cfprp7',0<br>
desize,20,21<br>
cmndif,1,'cfprp7',0<p></p>

Yields:<br>
Found: 99 10 20.<br>
Found: 100 11 21.<p></p>

For this I would use:<br>
*get,_mnlnsz,common,,cfprp7,,int,99<br>
*get,_mxlnsz,common,,cfprp7,,int,100""</i>
",1033,9.285714286,7
Macros,Prep7,ASWP,Bram Weisman (SBM-IMODCO),http://ansys.net/macros/aswp.mac,"Divides a picked area with the working plane, retaining the area attributes for the newly-created areas.",1034,10,2
Papers,Solvers,Topology Optimization in ANSYS,"Brian King (IMPACT Engineering Solutions, Inc.)",http://ansys.net/papers/051805_maug_topology_optimization_presentation.pdf,Presentation from Midwest ANSYS User Group on Topological Optimization capability in ANSYS and Workbench Simulation.,1035,5,4
Papers,Meshing,Fully Automatic Adaptive Mesh Refinement Integrated into the Solution Process,"Joseph R. Tristano, Zhijan Chen, D. Alfred Hancq, Wa Kwok",http://ansys.net/papers/meshing/tristano03.pdf,"<i>""Finite element analysts and designers need to feel confident in the results of their analyses before sending a product to prototype or production. Mesh discretization can greatly influence the desired results. In this paper we present framework for adaptive mesh refinement to obtain FEA results with a desired accuracy. The process involves adaptively refining the mesh based on solution error norms until the result desired converges to certain accuracy. The adaptive refinement/meshing process must be fully automatic and very robust. We present an exhaustive method to create a fully automatic and integrated process that takes advantage of many of the mesh refinement and mesh optimization algorithms found in literature. The results of the process provide the user with the desired accuracy in the smallest number of iterations possible.""</i><br>
[Workbench Simulation, version 7.1]",1036,7.5,2
Papers,Civil,Analysis and Testing of Graphite/Epoxy Concrete Bridge Girders Under Static Loading,"B. M. Kavlicoglu, F. Gordaninejad, M. Saiidi, Y. Jiang",http://ansys.net/papers/21.pdf,"<i>""An innovative graphite/epoxy-concrete (G/E-C) cross-section was developed and tested under two-point
static loading. Finite element analysis and theoretical modeling of the cross-section was performed. The
cross-section was a box girder with an outer G/E U-beam and inner G/E box beam with concrete webs
and flange in between. Shear connection between G/E box beam and concrete slab was provided by a
two-part structural epoxy resin. Additional shear connection was provided by steel stirrups located at
254 mm (10 in.) spacing along longitudinal axis of the test specimen. It was observed that, steel stirrups
contributed the load carrying capacity after initiation of slippage between G/E beams and concrete.
Moreover, a series of bond strength tests were performed to examine the behavior of structural epoxy
resin for connection between G/E and concrete. Six G/E strips were subjected to tensile tests to evaluate
the longitudinal and transverse elastic moduli of the laminate. Using the proper material properties and
assumptions, it was possible to demonstrate the behavior of the section under static loads theoretically
and in finite element analysis.""</i><br>
[ANSYS Structural, version 5.5]",1037,8.125,16
Papers,Electronics,Delamination in Patterned Films,"X.H. Liu, M.W. Lane, T.M. Shaw, E. Simonyi",http://ansys.net/papers/IJSS2007.pdf,"<i>""When the dielectric constant of an insulator in an interconnect is reduced, mechanical
properties are often compromised, giving rise to significant challenges in
interconnect integration and reliability. Due to low adhesion of the dielectric an interfacial
crack may occur during fabrication and testing. To understand the effect of
interconnect structure, an interfacial fracture mechanics model has been analyzed
for patterned films undergoing a typical thermal excursion during the integration
process. It is found that the underlayer pattern generates a driving force for delamination
and changes the mode mixity of the delamination. The implications of our
findings to interconnect processes and reliability testing have been discussed.""</i><br>
[ANSYS Structural, version unknown]",1038,0,0
Papers,Nonlinear,Space-Time Finite Element Approximation and Numerical Solution of Hereditary Linear Viscoelasticity Problems,"J. Orlik, A. Ostrovska",http://ansys.net/papers/bericht92.pdf,"<i>""In this paper we suggest a fast numerical approach to treat problems
of the hereditary linear viscoelasticity, which results in the system
of elliptic partial differential equations in space variables , whoâ€™s coefficients
are Volterra integral operators of the second kind in time. We
propose to approximate the relaxation kernels by the product of purely
time- and space-dependent terms, which is achieved by their piecewisepolynomial
space-interpolation. A priori error estimate was obtained and
it was shown, that such approximation does not decrease the convergence
order, when an interpolation polynomial is chosen of the same order as
the shape functions for the spatial finite element approximation, while the
computational effort is significantly reduced.""</i><br>
[ANSYS Nonlinear, version unknown]",1039,0,0
Papers,Electronics,3-Dimensional Thermal Analysis and Active Cooling of Short-Length High-Power Fiber Lasers,"L. Li, H. Li, T. Qiu, V. L. Temyanko, M. M. Morrell, and A. SchÃ¼lzgen",http://ansys.net/papers/89E56210-BDB9-137E-C5E99E1403B17F75_83733.pdf,"<i>""A fully 3-dimensional finite element model has been developed
that simulates the internal temperature distribution of short-length highpower
fiber lasers. We have validated the numerical model by building a
short, cladding-pumped, Er-Yb-codoped fiber laser and measuring the core
temperature during laser operation. A dual-end-pumped, actively cooled,
fiber laser has generated >11 W CW output power at 1535 nm from only
11.9 cm of active fiber. Simulations indicate power-scaling possibilities
with improved fiber and cooling designs.""</i><br>
[ANSYS Thermal, version 6.1]",1040,9,10
Papers,Civil Miscellaneous,FE Analysis of ATLAS: End Cap Support Structure - PSD Spectrum Analysis,C.J.Nelson,http://ansys.net/papers/frequency_response.pdf,"<i>""This report investigates the effect of a PSD (Power Spectral Density) random input load on an
early FE model of the ATLAS EndCap Support Structure. Statistical predictions of the
maximum displacement are presented.""</i><br>
[ANSYS Structural, version 5.3]",1041,8.75,4
Macros,Prep7,SPOKES_MPC,R. Balasubramanian (Brakes India Ltd - TVS),http://ansys.net/macros/spokes_mpc.mac,"<i>""This Macro forms a 'spider web' like Multipoint constraint for a given set of nodes. The user has to just place the clusters of nodes in separate components by names 'NODES1','NODES2'..etc.,
The macro automatically finds the 'centre-node' for each node cluster and links it with the surrounding nodes  in the cluster to form a 'spokes' pattern using MPC 184 elements with 'Rigid-beam' option 
(the element option can be changed by user for his/her requirements).""</i>",1042,7.5,12
Tips,GeneralTip StructuralGeneral,Unsymmetric MATRIX27,"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/http://ansys.net/?mycat=tnt_sheldon16,There have been changes between ANSYS 10.0 and 11.0 regarding MATRIX27 unsymmetric input via real constants.  This describes the change and provides a visual representation of the matrix input.,1043,10,2
Undocu,StarGet,"*GET,,TBLAB",,http://ansys.net/,"<i>*GET,PARAM,tblab,matid,temp,0,ncon</i><br>
Gets the number of constants (data values) for material <i>tblab</i>.<br>
For example, to get the number of state variables defined for material ID #2, use:<br>
<i>*GET,param,STATE,2,TEMP,0,NCON</i>
",1044,10,3
Tips,GeneralTip StructuralDynamics,Options for ADAMS.MAC,"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/http://ansys.net/?mycat=tnt_sheldon17,"The ADAMS.MAC macro enables ANSYS users to generate MNFs for flexible bodies for use in ADAMS.  The user can set an environment variable MDI_MNFWRITE_OPTIONS that can reduce the size of the MNF, as well as provide other options also available through the ADAMS/Flex Toolkit  The temporary directory where the MNF is written can also be specified by the user.",1045,10,3
Tips,GeneralOS,Using FTP/SFTP to Transfer Files,"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/http://ansys.net/?mycat=tnt_sheldon18,"There are many cases where you may need to transfer files outside of your company.  FTP (and SFTP) is a popular mechanism to transfer large files &mdash; for big ANSYS models, the files can be quite huge &mdash; and here are some details on using FTP/SFTP.",1046,0,0
Tips,GeneralOS,Using RCP/SCP to Transfer Files,"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/http://ansys.net/?mycat=tnt_sheldon19,"Besides FTP, one can also use RCP or SCP to copy files between computers.  This is an easier method that is well-suited for copying files on an internal network, especially if you were using a Windows PC for pre- and post-processing but solving remotely on a UNIX or Linux server/cluster.",1047,0,0
Tips,GeneralOS,Verifying file integrity,"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/http://ansys.net/?mycat=tnt_sheldon20,"When sending large files (such as ANSYS database and result files) from one company to another (such as via ftp or sftp), ensuring that the file transferred correctly and that the file indeed came from the expected person can be important.  Use of checksum programs such as cksum, md5sum, and sha1sum can be used to verify the file's integrity.  GNU Privacy Guard (gpg) can not only perform a checksum but also include a PGP 'signature' to help validate the authenticity of the file as well.",1049,0,0
